100 119
200 261
300 400
400 497
500 659
100 119
200 261
300 401
400 499
500 659
100 118
200 258
300 399
400 500
500 659
100 119
200 258
300 403
400 499
500 658
100 119
200 259
300 403
400 502
500 657
100 119
200 260
300 403
400 499
500 659
100 119
200 261
300 402
400 499
500 656
100 119
200 261
300 404
400 496
500 656
100 119
200 261
300 401
400 501
500 661
100 119
200 259
300 399
400 498
500 657
237.8
519.8
803
998
1316.2
298
671.6
1048.6
1306
1722
