100 93
200 205
300 306
400 379
500 466
100 92
200 202
300 305
400 379
500 466
100 92
200 202
300 305
400 379
500 466
100 92
200 203
300 305
400 379
500 466
100 92
200 203
300 305
400 379
500 466
100 92
200 203
300 305
400 379
500 466
100 92
200 202
300 305
400 379
500 466
100 92
200 202
300 305
400 379
500 466
100 92
200 203
300 305
400 379
500 466
100 92
200 203
300 305
400 379
500 466
92.1
202.8
305.1
379
466
61
137.3
199
241
293
