100 62
200 126
300 203
400 253
500 297
100 51
200 130
300 215
400 260
500 317
100 59
200 130
300 198
400 247
500 309
100 58
200 133
300 191
400 255
500 279
100 60
200 136
300 198
400 241
500 293
100 62
200 126
300 203
400 253
500 298
100 52
200 130
300 215
400 260
500 317
100 58
200 130
300 197
400 247
500 309
100 58
200 133
300 191
400 255
500 279
100 60
200 136
300 198
400 240
500 292
100 62
200 126
300 203
400 253
500 298
100 51
200 129
300 214
400 261
500 317
100 58
200 130
300 198
400 247
500 310
100 58
200 132
300 191
400 255
500 279
100 60
200 137
300 198
400 240
500 292
100 62
200 126
300 203
400 253
500 298
100 51
200 130
300 214
400 261
500 317
100 58
200 130
300 197
400 247
500 310
100 58
200 133
300 191
400 256
500 279
100 60
200 136
300 198
400 240
500 293
100 62
200 126
300 203
400 253
500 298
100 51
200 129
300 214
400 261
500 318
100 58
200 130
300 197
400 247
500 310
100 58
200 132
300 191
400 255
500 279
100 60
200 136
300 198
400 241
500 292
100 62
200 126
300 203
400 253
500 298
100 51
200 129
300 214
400 261
500 317
100 58
200 130
300 198
400 247
500 309
100 58
200 133
300 192
400 255
500 279
100 60
200 137
300 198
400 241
500 293
100 62
200 126
300 203
400 253
500 298
100 51
200 130
300 215
400 261
500 317
100 59
200 130
300 198
400 247
500 309
100 58
200 133
300 191
400 255
500 279
100 60
200 136
300 198
400 241
500 293
100 62
200 126
300 203
400 253
500 298
100 51
200 129
300 215
400 261
500 318
100 58
200 130
300 197
400 247
500 309
100 58
200 132
300 191
400 255
500 279
100 60
200 136
300 198
400 241
500 293
100 62
200 126
300 203
400 253
500 298
100 51
200 129
300 214
400 261
500 318
100 58
200 130
300 197
400 247
500 310
100 58
200 133
300 191
400 256
500 279
100 60
200 136
300 198
400 241
500 292
100 62
200 126
300 204
400 253
500 298
100 51
200 129
300 215
400 261
500 317
100 58
200 130
300 197
400 247
500 309
100 58
200 132
300 191
400 255
500 279
100 60
200 137
300 198
400 240
500 293
57.86
130.86
200.82
251.32
299.24
