100 90
200 197
300 326
400 421
500 511
100 90
200 197
300 326
400 421
500 511
100 90
200 197
300 326
400 421
500 511
100 90
200 198
300 326
400 421
500 511
100 90
200 197
300 326
400 421
500 511
100 90
200 198
300 326
400 421
500 511
100 90
200 198
300 326
400 421
500 511
100 90
200 197
300 326
400 421
500 511
100 90
200 198
300 326
400 421
500 511
100 90
200 198
300 326
400 421
500 511
90
197.5
326
421
511
56
138
198.8
265.5
292.8
