500 1003
500 1582
500 1979
500 2236
500 1483
500 1004
500 1583
500 1978
500 2237
500 2775
500 1004
500 1583
500 1978
500 2236
500 2774
500 265
500 1582
500 1978
500 1216
500 2776
500 1004
500 584
500 1979
500 2237
500 2777
500 1004
500 1583
500 724
500 2237
500 2775
500 1005
500 1593
500 1979
500 2238
500 2776
500 340
500 1584
500 1979
500 2238
500 2777
500 1004
500 1583
500 1979
500 2238
500 2777
500 1005
500 581
500 1095
500 2238
500 2775
863.8
1383.8
1764.8
2135.1
2646.5
841.8
1128.6
1334.3
1437.9
1712.8
