100 84
200 193
300 261
400 403
500 527
100 88
200 174
300 282
400 441
500 570
100 84
200 198
300 315
400 362
500 552
100 83
200 165
300 302
400 385
500 482
100 82
200 162
300 295
400 399
500 504
100 84
200 193
300 260
400 403
500 526
100 88
200 174
300 282
400 442
500 570
100 84
200 199
300 315
400 363
500 553
100 85
200 165
300 302
400 385
500 482
100 82
200 162
300 295
400 399
500 505
100 84
200 193
300 260
400 403
500 527
100 88
200 174
300 283
400 442
500 570
100 85
200 198
300 315
400 362
500 552
100 83
200 165
300 302
400 385
500 482
100 82
200 162
300 295
400 399
500 505
100 84
200 193
300 261
400 404
500 527
100 88
200 174
300 283
400 442
500 570
100 84
200 199
300 315
400 362
500 553
100 83
200 166
300 302
400 385
500 482
100 86
200 162
300 295
400 400
500 505
100 84
200 193
300 261
400 403
500 527
100 88
200 174
300 283
400 442
500 571
100 85
200 199
300 315
400 362
500 553
100 83
200 166
300 302
400 385
500 482
100 82
200 162
300 295
400 399
500 505
100 85
200 193
300 260
400 404
500 527
100 96
200 174
300 283
400 442
500 571
100 84
200 199
300 315
400 362
500 552
100 83
200 166
300 302
400 385
500 482
100 82
200 162
300 295
400 399
500 505
100 84
200 193
300 261
400 404
500 526
100 88
200 174
300 283
400 442
500 571
100 93
200 199
300 315
400 362
500 553
100 83
200 166
300 302
400 385
500 482
100 82
200 162
300 295
400 399
500 505
100 88
200 193
300 260
400 403
500 527
100 88
200 174
300 283
400 441
500 570
100 84
200 199
300 315
400 362
500 552
100 83
200 166
300 302
400 385
500 483
100 82
200 162
300 295
400 399
500 505
100 84
200 193
300 260
400 404
500 527
100 88
200 174
300 283
400 441
500 570
100 84
200 199
300 315
400 361
500 552
100 83
200 165
300 302
400 385
500 482
100 82
200 162
300 295
400 400
500 505
100 84
200 193
300 261
400 403
500 526
100 88
200 174
300 283
400 442
500 570
100 84
200 198
300 315
400 362
500 553
100 83
200 166
300 302
400 385
500 482
100 82
200 162
300 295
400 400
500 505
84.8
178.66
291.06
398.28
527.3
