2501 246
10001 1941
22501 6680
40001 16224
62501 31269
2501 258
10001 1903
22501 6650
40001 16720
62501 31696
2501 247
10001 1944
22501 7051
40001 16628
62501 31148
2501 247
10001 1949
22501 6624
40001 16180
62501 31461
2501 245
10001 1764
22501 6957
40001 16208
62501 31441
248.6
1900.2
6792.4
16392
31403
0
0
0
0
0
