# META DATA
# 
# experiment run at: Fri Aug 26 11:58:19 2022
# 
# gamma = 0.99
# epsilon = 0.05
# A = 100
# non_zero_transition = 1
# upper_reward = 1000
# action_prob = 1
# 
# VARIABLE IN THIS EXPERIMENT
# Number of states, S, is varied from 50 to 500 with 50 increment
# 
# ACTUAL DATA
# number of states | microseconds
100 4295
100 8606
100 12822
100 17191
100 21616
100 26285
100 30925
100 34932
100 39100
100 43554
100 4320
100 8502
100 12858
100 16964
100 22626
100 26523
100 30156
100 36620
100 40809
100 44729
100 4250
100 8610
100 12953
100 17251
100 21602
100 27112
100 31485
100 36055
100 40139
100 45282
100 4415
100 8490
100 12951
100 17336
100 23089
100 27220
100 30233
100 36530
100 40776
100 43438
100 4320
100 8610
100 12896
100 17134
100 21544
100 26531
100 30474
100 35054
100 38708
100 43819
4320
8563.6
12896
17175.2
22095.4
26734.2
30654.6
35838.2
39906.4
44164.4
