# META DATA
# 
# experiment run at: Fri Aug 26 11:58:19 2022
# 
# gamma = 0.99
# epsilon = 0.05
# A = 100
# non_zero_transition = 1
# upper_reward = 1000
# action_prob = 1
# 
# VARIABLE IN THIS EXPERIMENT
# Number of states, S, is varied from 50 to 500 with 50 increment
# 
# ACTUAL DATA
# number of states | microseconds
100 3001
100 5707
100 8427
100 10284
100 14830
100 16218
100 20830
100 23356
100 23339
100 31065
100 3058
100 5188
100 7474
100 10498
100 15763
100 16350
100 20651
100 25894
100 26785
100 32362
100 3311
100 5636
100 8209
100 9750
100 12876
100 16085
100 20311
100 23244
100 24784
100 25443
100 2955
100 5756
100 7899
100 10907
100 14297
100 15926
100 17239
100 22054
100 25210
100 27529
100 2801
100 5558
100 8421
100 10004
100 13232
100 15739
100 19258
100 21347
100 22409
100 27844
3025.2
5569
8086
10288.6
14199.6
16063.6
19657.8
23179
24505.4
28848.6
