100 339
200 881
300 2627
400 3758
500 6730
600 7668
700 11857
800 16409
900 18889
1000 22864
1100 26903
1200 36368
1300 36212
1400 40746
1500 44569
1600 60190
1700 67678
1800 75192
1900 79209
2000 99061
100 366
200 1046
300 1886
400 4241
500 5765
600 8046
700 10941
800 15587
900 18305
1000 20495
1100 29961
1200 30633
1300 47760
1400 44486
1500 48127
1600 56954
1700 56762
1800 65985
1900 74034
2000 95965
100 281
200 985
300 1893
400 3788
500 5942
600 8655
700 11595
800 13545
900 22200
1000 21962
1100 29131
1200 31442
1300 35048
1400 55175
1500 51536
1600 58978
1700 57539
1800 84037
1900 79775
2000 90128
100 341
200 1132
300 2642
400 3686
500 5740
600 10682
700 11062
800 13610
900 18631
1000 22516
1100 23420
1200 37179
1300 39911
1400 48741
1500 52354
1600 57418
1700 64629
1800 61488
1900 77471
2000 94019
100 306
200 1237
300 2062
400 3944
500 5908
600 7857
700 9027
800 14074
900 17429
1000 26945
1100 24845
1200 30879
1300 38288
1400 42785
1500 43331
1600 55712
1700 65532
1800 70551
1900 80252
2000 82013
326.6
1056.2
2222
3883.4
6017
8581.6
10896.4
14645
19090.8
22956.4
26852
33300.2
39443.8
46386.6
47983.4
57850.4
62428
71450.6
78148.2
87676.5
