50 918
100 2589
150 5405
200 10011
250 13609
300 14895
350 24420
400 30941
450 34683
500 38582
50 896
100 2496
150 4044
200 8139
250 13599
300 16492
350 25793
400 30489
450 30900
500 42945
50 784
100 2466
150 5182
200 8745
250 14244
300 17207
350 22592
400 31309
450 38903
500 40448
50 1012
100 2033
150 4877
200 7809
250 12334
300 15524
350 23205
400 29717
450 39834
500 43897
50 1050
100 3189
150 5967
200 9008
250 11746
300 18228
350 22585
400 29557
450 33494
500 44180
932
2554.6
5095
8742.4
13106.4
16469.2
23719
30402.6
35562.8
42010.4
