500 66691
500 74317
500 78226
500 81677
500 104945
500 169164
500 130260
500 145040
500 170944
500 169134
500 61933
500 77091
500 87881
500 102980
500 114689
500 155245
500 148182
500 203439
500 139812
500 203314
500 53237
500 93062
500 83551
500 120112
500 122945
500 132291
500 147328
500 133265
500 169462
500 227941
500 57156
500 65452
500 80574
500 86181
500 123749
500 100347
500 136861
500 176184
500 165906
500 186078
500 57590
500 73275
500 109308
500 84112
500 125873
500 120718
500 168408
500 150069
500 169329
500 185791
59321.4
76639.4
87908
95012.4
118440
135553
146208
161599
163091
194452
