100 659
100 901
100 1872
100 2098
100 3736
100 3266
100 4965
100 6663
100 7187
100 8086
100 6985
100 9542
100 8978
100 13326
100 11847
100 9254
100 13173
100 15897
100 17176
100 20350
100 670
100 878
100 2684
100 2677
100 3057
100 3360
100 5471
100 5056
100 9348
100 5513
100 7072
100 6589
100 14351
100 11473
100 9965
100 16126
100 16267
100 12507
100 14431
100 24430
100 555
100 1281
100 1836
100 2081
100 4535
100 4319
100 6634
100 6726
100 7904
100 10441
100 9016
100 12237
100 11990
100 12959
100 9371
100 14528
100 26004
100 20794
100 17956
100 18448
100 538
100 934
100 1727
100 2549
100 3944
100 2875
100 5264
100 4057
100 4482
100 8971
100 7155
100 13379
100 13583
100 13469
100 10543
100 11106
100 11371
100 17456
100 15196
100 18699
100 664
100 1115
100 1929
100 4000
100 3671
100 3261
100 5488
100 8880
100 6358
100 8143
100 11802
100 10710
100 11958
100 11764
100 10338
100 14160
100 13161
100 15845
100 14576
100 13803
7.59104e+29
1021.8
2009.6
2681
3788.6
3416.2
5564.4
6276.4
7055.8
8230.8
7.59183e+29
10491.4
12172
12598.2
2.27607e+29
5.26867e+32
7.59109e+29
16499.8
15867
19146
