# META DATA
# 
# experiment run at: Fri Aug 26 20:39:24 2022
# 
# gamma = 0.99
# epsilon = 0.05
# A = 100
# non_zero_transition = 1
# upper_reward = 1000
# action_prob = 1
# 
# VARIABLE IN THIS EXPERIMENT
# Number of states, S, is varied from 50 to 500 with 50 increment
# 
# ACTUAL DATA
# number of states | microseconds
500 3784
500 6828
500 8031
500 8643
500 12793
500 15745
500 15405
500 18148
500 20034
500 22836
500 3587
500 6952
500 7525
500 10520
500 15430
500 13744
500 16258
500 19569
500 21659
500 23307
500 3472
500 6443
500 7678
500 10302
500 13216
500 16235
500 16976
500 19536
500 22399
500 22743
500 4133
500 5109
500 7860
500 11605
500 11609
500 13724
500 15723
500 19471
500 21597
500 21146
500 3207
500 6094
500 8597
500 12183
500 13413
500 15251
500 15529
500 19971
500 22584
500 25795
3636.6
6285.2
7938.2
10650.6
13292.2
14939.8
15978.2
19339
21654.6
23165.4
