# META DATA
# 
# experiment run at: Fri Aug 26 20:39:24 2022
# 
# gamma = 0.99
# epsilon = 0.05
# A = 100
# non_zero_transition = 1
# upper_reward = 1000
# action_prob = 1
# 
# VARIABLE IN THIS EXPERIMENT
# Number of states, S, is varied from 50 to 500 with 50 increment
# 
# ACTUAL DATA
# number of states | microseconds
500 17524
500 33579
500 48571
500 63228
500 79608
500 96039
500 106666
500 123477
500 139508
500 154056
500 17017
500 33296
500 47904
500 64972
500 82203
500 93275
500 107247
500 126609
500 139532
500 154480
500 17033
500 33297
500 48342
500 63785
500 79636
500 96116
500 108992
500 125918
500 140749
500 152640
500 17550
500 31506
500 48249
500 65268
500 78505
500 94932
500 108729
500 124002
500 139682
500 154904
500 16872
500 32761
500 49336
500 66104
500 80000
500 95547
500 108559
500 125051
500 140105
500 157432
17199.2
32887.8
48480.4
64671.4
79990.4
95181.8
108039
125011
139915
154702
