50 652
100 2549
150 6284
200 12788
250 18570
300 21427
350 36168
400 47656
450 54829
500 62423
50 632
100 2455
150 4702
200 10392
250 18622
300 23719
350 38493
400 46936
450 48857
500 69526
50 554
100 2429
150 6018
200 11013
250 19469
300 24723
350 33796
400 48589
450 61684
500 65358
50 718
100 2000
150 5660
200 9976
250 16860
300 22538
350 34574
400 45844
450 62821
500 71107
50 744
100 3145
150 6939
200 11522
250 16345
300 26126
350 33622
400 45534
450 52824
500 71445
660
2515.6
5920.6
11138.2
17973.2
23706.6
35330.6
46911.8
56203
67971.8
