# META DATA
# 
# experiment run at: Fri Aug 26 20:39:24 2022
# 
# gamma = 0.99
# epsilon = 0.05
# A = 100
# non_zero_transition = 1
# upper_reward = 1000
# action_prob = 1
# 
# VARIABLE IN THIS EXPERIMENT
# Number of states, S, is varied from 50 to 500 with 50 increment
# 
# ACTUAL DATA
# number of states | microseconds
500 19498
500 38143
500 57456
500 73822
500 93077
500 111120
500 127214
500 143324
500 160362
500 184077
500 19380
500 37902
500 56653
500 75614
500 95746
500 108529
500 126301
500 144823
500 162030
500 178850
500 19310
500 37631
500 56864
500 75216
500 93263
500 111328
500 127391
500 144676
500 162936
500 178161
500 19738
500 36495
500 56854
500 77054
500 91903
500 109157
500 125810
500 144588
500 162016
500 176957
500 18964
500 37435
500 57656
500 77402
500 93763
500 110509
500 125616
500 145139
500 163518
500 181418
19378
37521.2
57096.6
75821.6
93550.4
110129
126466
144510
162172
179893
