# META DATA
# 
# experiment run at: Fri Aug 26 11:58:19 2022
# 
# gamma = 0.99
# epsilon = 0.05
# A = 100
# non_zero_transition = 1
# upper_reward = 1000
# action_prob = 1
# 
# VARIABLE IN THIS EXPERIMENT
# Number of states, S, is varied from 50 to 500 with 50 increment
# 
# ACTUAL DATA
# number of states | microseconds
100 4583
100 9187
100 13742
100 18243
100 23636
100 27791
100 32255
100 37578
100 40890
100 47818
100 4584
100 8940
100 13345
100 18120
100 23489
100 28648
100 32755
100 38331
100 43113
100 48675
100 4697
100 9148
100 13747
100 18957
100 23729
100 27551
100 33424
100 38485
100 42495
100 46762
100 4534
100 9215
100 13509
100 18320
100 23386
100 27510
100 33024
100 38260
100 41736
100 46251
100 4436
100 9074
100 13808
100 17934
100 22947
100 27499
100 32175
100 36520
100 40406
100 46264
4566.8
9112.8
13630.2
18314.8
23437.4
27799.8
32726.6
37834.8
41728
47154
