500 46554
500 70843
500 89986
500 134385
500 163657
500 147985
500 213105
500 236010
500 245515
500 238025
500 54098
500 83708
500 134197
500 103181
500 127619
500 176411
500 188399
500 224798
500 282109
500 270256
500 40323
500 62986
500 91093
500 138860
500 172382
500 218001
500 181556
500 213502
500 237790
500 270722
500 47531
500 69424
500 87096
500 127113
500 180730
500 200565
500 196904
500 220204
500 225930
500 298146
500 42324
500 79515
500 127554
500 130209
500 153910
500 185397
500 214935
500 231061
500 219008
500 264685
46166
73295.2
105985
126750
159660
185672
198980
225115
242070
268367
