100 538
200 1119
300 2858
400 3667
500 6096
600 6564
700 9706
800 12987
900 14368
1000 16918
1100 19435
1200 25744
1300 26294
1400 27772
1500 29952
1600 40028
1700 44336
1800 48615
1900 50643
2000 62708
100 579
200 1319
300 2058
400 3999
500 5229
600 6887
700 8935
800 12206
900 13949
1000 15798
1100 21863
1200 21263
1300 33236
1400 30413
1500 32383
1600 37804
1700 37132
1800 42569
1900 47366
2000 60729
100 447
200 1242
300 2061
400 3687
500 5389
600 7424
700 9469
800 10675
900 16882
1000 16256
1100 21071
1200 22280
1300 24334
1400 37709
1500 34736
1600 39138
1700 37633
1800 54287
1900 50933
2000 57067
100 540
200 1426
300 2879
400 3593
500 5199
600 9149
700 9039
800 10726
900 14201
1000 16681
1100 16901
1200 26376
1300 27768
1400 33324
1500 35281
1600 38133
1700 42325
1800 39633
1900 49491
2000 59463
100 487
200 1559
300 2247
400 3835
500 5347
600 6713
700 7348
800 11090
900 13271
1000 19925
1100 17961
1200 21892
1300 26648
1400 29238
1500 29140
1600 36995
1700 42933
1800 45579
1900 51297
2000 51806
518.2
1333
2420.6
3756.2
5452
7347.4
8899.4
11536.8
14534.2
17115.6
19446.2
23511
27656
31691.2
32298.4
33858.9
40871.8
46136.6
49946
58354.6
