# META DATA
# 
# experiment run at: Fri Aug 26 20:56:05 2022
# 
# gamma = 0.99
# epsilon = 0.05
# A = 100
# non_zero_transition = 1
# upper_reward = 1000
# action_prob = 1
# 
# VARIABLE IN THIS EXPERIMENT
# Number of states, S, is varied from 50 to 500 with 50 increment
# 
# ACTUAL DATA
# number of states | microseconds
500 177630
500 346322
500 528477
500 703778
500 876032
500 1032075
500 1167426
500 1350083
500 1515786
500 1685214
500 176782
500 347934
500 536122
500 710265
500 877532
500 1032618
500 1215200
500 1361302
500 1513286
500 1662247
500 181652
500 357107
500 538518
500 707983
500 866169
500 1020308
500 1191214
500 1359726
500 1546670
500 1707286
500 181834
500 357832
500 548305
500 702629
500 865436
500 1030212
500 1204199
500 1347152
500 1528008
500 1704508
500 180236
500 349728
500 542444
500 709108
500 869271
500 1031365
500 1189579
500 1338634
500 1511979
500 1687116
-1.22971e+30
351785
538773
706753
870888
1.02932e+06
1.19352e+06
1.35138e+06
1.52315e+06
1.68927e+06
