# META DATA
# 
# experiment run at: Mon Aug 29 12:53:28 2022
# 
# gamma = 0.99
# epsilon = 0.05
# A = 100
# non_zero_transition = 1
# upper_reward = 1000
# action_prob = 1
# 
# VARIABLE IN THIS EXPERIMENT
# Number of states, S, is varied from 100 to 2000 with 100 increment
# 
# ACTUAL DATA
# number of states | microseconds
100 307
100 356
100 641
100 678
100 1094
100 951
100 1344
100 1727
100 1843
100 2045
100 1822
100 2403
100 2313
100 3338
100 3027
100 2438
100 3362
100 4040
100 4283
100 5081
100 311
100 345
100 882
100 836
100 906
100 968
100 1478
100 1352
100 2328
100 1465
100 1852
100 1727
100 3489
100 2893
100 2606
100 3947
100 4055
100 3245
100 3748
100 5917
100 257
100 493
100 629
100 659
100 1291
100 1207
100 1735
100 1721
100 1988
100 2548
100 2245
100 3000
100 2989
100 3231
100 2450
100 3700
100 5916
100 5134
100 4541
100 4663
100 250
100 364
100 592
100 797
100 1144
100 834
100 1666
100 1097
100 1200
100 2231
100 1830
100 3259
100 3381
100 3335
100 2759
100 2871
100 2956
100 4297
100 3916
100 4701
100 307
100 431
100 661
100 1197
100 1067
100 934
100 1459
100 2214
100 1643
100 2051
100 2856
100 2655
100 2976
100 2976
100 2717
100 3607
100 3361
100 4315
100 3717
100 3618
286.4
397.8
9.9046e+24
833.4
7.59101e+29
978.8
1536.4
1622.2
1.20277e+25
2068
2121
2608.8
3029.6
3154.6
2711.8
3312.6
3930
4206.2
-nan
-nan
