50 402
100 1438
150 3434
200 6926
250 10020
300 11620
350 19253
400 25236
450 29004
500 32955
50 395
100 1399
150 2652
200 5716
250 10032
300 12759
350 20417
400 24882
450 25915
500 36597
50 358
100 1381
150 3317
200 6177
250 10463
300 13284
350 18151
400 25821
450 32398
500 34375
50 436
100 1174
150 3134
200 5508
250 9090
300 12051
350 18423
400 24579
450 33318
500 37277
50 446
100 1730
150 3761
200 6306
250 8740
300 14037
350 17890
400 24076
450 27918
500 37473
407.4
1424.4
3259.6
6126.6
9669
12750.2
18826.8
24918.8
29710.6
35735.4
